Assettype Quantity,Associatedgsp,Bulk supply point,Connectivity Voltage(kv),Constraint description,Constraint occurrence year,Constraint season,Current status,Customers served,Dnoa result,Dnoa result description,Dnoa result history 2023,Dnoa result history 2024,Dnoa result history 2025,Deviation,Deviation Percentage,ECR < 1MVA Accepted to connect,ECR < 1MVA Already connected,ECR > 1MVA Accepted to connect,ECR > 1MVA Already connected,Expectedcompletionyear,Expectedstartyear,Firm Capacity,Flexibility procurement 2024/25,Flexibility procurement 2025/26,Flexibility procurement 2026/27,Flexibility procurement 2027/28,Flexibility procurement 2028/29,Generation Capacity,Generation Headroom Mw,Grid supply point,Justification,Ltdsname,Site,Spare Summer,Spare Winter,Substation title,Substation Or Circuit,Total gen <1 (mw),Total gen >1 (mw),Total Ecr Capacity,Traditional solution,Transformer 1 Summer,Transformer 1 Winter,Transformer 2 Summer,Transformer 2 Winter,Transformer 3 Summer,Transformer 3 Winter,Transformer 4 Summer,Transformer 4 Winter,Transformer 5 Summer,Transformer 5 Winter,Transformer 6 Summer,Transformer 6 Winter,Transformer 7 Summer,Transformer 7 Winter,Transformer 8 Summer,Transformer 8 Winter,Type,Assessment Date,Asset Export Limit,Asset Import Limit,Calculated Resistance,County,Date Commissioned,Easting,Grid Reference,Installed Capacity MVA,Last Report,Licence Area,Local Authority,Local Authority Code,Max Demand Summer,Max Demand Winter,Maximum Observed Power Flow,Measured Resistance (Ohm),Minimum Observed Power Flow,Next Assessment Date,Northing,Postcode,Power Transformer Count,Reverse Power,Site Classification,Site Functional Location,Site Name,Site Type,Site Voltage,Spatial Coordinates,Street,Suburb,Technical Limit Export,Technical Limit Import Access Period,Technical Limit Import Summer,Technical Limit Import Winter,Town City,Transformer Rating Summer,Transformer Rating Winter,What3Words
,,Rye House Grid 33kV,,,,,,,,,,,,No,4.9723756906077465,0.0,1.2768,0.0,8.6,,,17.28,,,,,,18.0,8.1232,Rye House,,,,9.22,15.17,,,1.2768,8.6,9.8768,,18.0,24.0,18.0,24.0,,,,,,,,,,,,,,2010-07-22,240.0,480.0,NA,Hertfordshire,2006-04-01,538364,TL3836408572,9.05,P-06-057,Eastern Power Networks (EPN),Broxbourne,E07000095,8.4,8.2,274.6,0.23,97.29,2040-11-22,208572,EN11 0BT,2,100%,HOT,EPN-S0000000H7052,RYE HOUSE LOCAL PRIMARY 33/11kV,Primary Substation,33,"51.758749042793, 0.00335887087487082",ST MARTINS ROAD,RYE HOUSE,-60.5,274.6,215.4,274.0,HODDESDON,"18, 18","24, 24",grant.chemistry.option
,,Rayleigh Local 33kV,,,,,,,,,,,,No,0.0,0.0,0.239616,0.0,0.0,,,17.28,,,,,,18.0,17.760384,Rayleigh,,,,8.64,11.71,,,0.239616,0.0,0.239616,,18.0,24.0,18.0,24.0,,,,,,,,,,,,,,2011-09-01,366.0,720.0,0.18Ω 0.00Deg,Essex,1999-04-01,579855,TQ7985590760,0.0,P-10-696-137,Eastern Power Networks (EPN),Rochford,E07000075,9,11.8,408.2,\N,126.8,2036-11-26,190760,SS6 7DR,2,100%,HOT,EPN-S0000000H7056,RAYLEIGH LOCAL PRIMARY,Primary Substation,33,"51.5869877546985, 0.594770007929618",HIGH MEAD OFF OF LOVE LN,\N,365.5,617.1,524.7,643.0,RAYLEIGH,"18, 18","24, 24",shin.asserts.bill
,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,17.28,,,,,,18.0,18.0,,,,,10.18,11.62,,,0.0,0.0,0.0,,18.0,24.0,18.0,24.0,,,,,,,,,,,,,,2021-06-24,0.0,0.0,4.18Ω 0.00Deg,Essex,1976-04-01,549010,TQ49018475,0.0,ELP05282023-R01,Eastern Power Networks (EPN),Barking and Dagenham,E09000002,7.4,11.9,0.0,0.1,0.0,2037-11-26,184750,RM9 5AQ,2,100%,COLD,EPN-S0000000H7058,BECONTREE PRIMARY 33/11kV,Primary Substation,33,"51.5419823637312, 0.14735549423885",HEATHWAY,\N,0.0,0.0,0.0,0.0,DAGENHAM,"18, 18","24, 24",beam.homes.ample
,,Tottenham Grid 33kV,,,,,,,,,,,,No,0.0,2.086656,0.1402752,0.0,0.0,,,19.2,,,,,,20.0,17.7730688,Tottenham,,,,9.7,13.06,,,2.2269312,0.0,2.2269312,,20.0,26.0,20.0,26.0,,,,,,,,,,,,,,2018-05-31,420.0,660.0,142.20Ω 0.00Deg,Middlesex,1957-04-01,535561,TQ3556195542,0.0,ELP0061002-R01,Eastern Power Networks (EPN),Enfield,E09000010,9.9,12.4,290.88,0.14,78.8,2034-11-26,195542,EN3 4LY,2,100%,COLD,EPN-S0000000H7071,PONDERS END PRIMARY 33/11kV,Primary Substation,33,"51.6423477766754, -0.0422885115616133",\N,\N,0.0,0.0,0.0,0.0,ENFIELD EN3,"20, 20","26, 26",prompting.rank.things
,,Purfleet Grid 33kV,,,,,,,,,,,,Yes,5.06329113924051,0.0,0.1296,0.0,6.0,,,14.4,,,,,,15.0,8.8704,Warley,,,,3.17,2.88,,,0.1296,6.0,6.1296,,15.0,20.0,15.0,20.0,,,,,,,,,,,,,,2010-12-01,240.0,480.0,0.38Ω 0.00Deg,Essex,1963-04-01,553017,TQ5301782503,6.32,P-10-696-155,Eastern Power Networks (EPN),Havering,E09000016,11.7,17,192.65,\N,67.86,2037-11-26,182503,RM13 9BE,2,15MVA,COLD,EPN-S0000000H7072,RAINHAM PRIMARY 33/11KV,Primary Substation,33,"51.5207224409198, 0.204116187544777",UPMINSTER RD SOUTH,\N,183.1,200.4,158.1,212.4,RAINHAM,"15, 15","20, 20",cats.limbs.verbs
,,Rye House Grid 33kV,,,,,,,,,,,,No,0.0,0.62592,0.38592,0.0,0.0,,,17.28,,,,,,18.0,16.98816,Rye House,,,,6.24,7.3,,,1.01184,0.0,1.01184,,18.0,24.0,18.0,24.0,,,,,,,,,,,,,,2015-01-05,240.0,480.0,0.93Ω 0.00Deg,Hertfordshire,1960-04-01,536348,TL3634804108,0.0,P-14-3361-01,Eastern Power Networks (EPN),Broxbourne,E07000095,11.5,16.4,274.6,0.07,97.29,2040-11-22,204108,EN8 0TE,2,100%,COLD,EPN-S0000000H7081,TURNFORD PRIMARY 33/11kV,Primary Substation,33,"51.719130598987, -0.0275798474729886",\N,\N,-60.5,274.6,215.4,274.0,CHESHUNT EN8,"18, 18","24, 24",prom.torch.courier
,,Tottenham Grid 33kV,,,,,,,,,,,,No,0.0,0.192,0.308448,0.0,0.0,,,27.84,,,,,,14.5,13.999552,Tottenham,,,,9.22,11.04,,,0.500448,0.0,0.500448,,29.0,38.0,29.0,38.0,,,,,,,,,,,,,,2018-07-25,420.0,660.0,2.47Ω 0.00Deg,Greater London,1963-04-01,533354,TQ3335490617,0.0,ELP0061012-R01,Eastern Power Networks (EPN),Haringey,E09000014,19.4,26.5,290.88,0.04,78.8,2034-11-26,190617,N17 7QG,2,<100%,COLD,EPN-S0000000H7086,BRUCE GV PRIMARY 33/11kV,Primary Substation,33,"51.5986179175394, -0.0760371122722799",\N,\N,0.0,0.0,0.0,0.0,TOTTENHAM N17,"29, 29","38, 38",stored.shirts.door
,,Palmers Grn Grid 33kV,,,,,,,,,,,,No,4.9630411826821605,0.0,0.24,0.0,9.0,,,28.8,,,,,,15.0,5.76,Tottenham,,,,11.71,11.81,,,0.24,9.0,9.24,,30.0,38.0,30.0,38.0,,,,,,,,,,,,,,2018-10-18,420.0,660.0,1.70Ω 0.00Deg,Greater London,1966-04-01,534379,TQ3437993719,9.47,ELP0061041-R01,Eastern Power Networks (EPN),Enfield,E09000010,17.8,25.7,290.88,0.13,78.8,2034-11-26,193719,N9 7AB,2,<100%,COLD,EPN-S0000000H7087,CENTRAL EDMONTON PRIMARY 33/11kV,Primary Substation,33,"51.6262495354046, -0.0600591582255724",\N,\N,0.0,0.0,0.0,0.0,EDMONTON N9,"30, 30","38, 38",books.amber.ties
,,Hornchurch Grid 33kV,,,,,,,,,,,,No,0.0,0.0,0.048,0.0,0.0,,,16.32,,,,,,8.5,8.452,Warley,,,,6.82,8.93,,,0.048,0.0,0.048,,17.0,23.0,17.0,23.0,,,,,,,,,,,,,,2021-05-05,240.0,480.0,0.30Ω 0.00Deg,Essex,1965-04-01,552749,TQ5274985246,0.0,ELP05282013-R01,Eastern Power Networks (EPN),Havering,E09000016,9.9,13.7,192.65,\N,67.86,2037-11-26,185246,RM12 5EU,2,<100%,COLD,EPN-S0000000H7095,ELM PARK PRIMARY,Primary Substation,33,"51.5454401549296, 0.201445320037852",RAINHAM ROAD,\N,183.1,200.4,158.1,212.4,RAINHAM,"17, 17","23, 23",crops.estate.afford
,,Palmers Grn Grid 33kV,,,,,,,,,,,,No,4.9999999999999964,0.0,0.0,0.0,5.7,,,22.08,,,,,,23.0,17.3,Tottenham,,,,12.67,16.51,,,0.0,5.7,5.7,,23.0,30.0,23.0,30.0,,,,,,,,,,,,,,2018-10-23,420.0,660.0,1.52Ω 0.00Deg,Middlesex,1962-04-01,531786,TQ3178697990,6.0,ELP0061040-R01,Eastern Power Networks (EPN),Enfield,E09000010,9.8,12.8,290.88,0.12,78.8,2034-11-26,197990,EN2 0TP,2,100%,COLD,EPN-S0000000H7112,NORTH ENFIELD PRIMARY 33/11kV,Primary Substation,33,"51.6652426007955, -0.0958896411815701",\N,\N,0.0,0.0,0.0,0.0,ENFIELD EN2,"23, 23","30, 30",softly.pinch.bride
,,Epping Grid 33kV,,The site is expected to be overloaded under an N-1 outage condition due to limited transformer capacity.,2030,Winter,Signposting,9452.0,Signposting,The latest load forecasts have postoponed the needs to years 3 to 5. We will award flexibility proactively and monitor the updated forecast.,\N,\N,Signposting,Yes,5.127388535031848,0.0,0.096,0.0,2.979,,,17.28,\N,\N,\N,\N,\N,18.0,14.925,Rye House,,,Single site,7.3,6.34,Ongar,,0.096,2.979,3.075,"In order to increase capacity at the site the traditional solution is, • Replace the 33/11 kV transformer • Extend the 33 kV circuits",18.0,23.0,18.0,23.0,,,,,,,,,,,,,Demand,2014-01-24,240.0,480.0,0.06Ω 0.00Deg,Essex,1964-04-01,555972,TL5597202205,3.14,P-14-3358-01,Eastern Power Networks (EPN),Epping Forest,E07000072,10.4,16.4,274.6,\N,97.29,2040-11-22,202205,CM5 9BU,2,100%,COLD,EPN-S0000000H7113,ONGAR PRIMARY,Primary Substation,33,"51.6969245927576, 0.255430767380644",STONDON ROAD,\N,-60.5,274.6,215.4,274.0,ONGAR,"18, 18","23, 23",bells.bells.safely
,,Purfleet Grid 33kV,,,,,,,,,,,,Yes,5.000000000000004,0.0,0.4585344,0.0,1.9,,,28.8,,,,,,30.0,27.6414656,Warley,,,,16.99,25.54,,,0.4585344,1.9,2.3585344,,30.0,40.0,30.0,40.0,,,,,,,,,,,,,,2021-03-13,240.0,480.0,0.44Ω 0.00Deg,Essex,2009-04-01,551408,TQ5140882619,2.0,ELP05282009-R01,Eastern Power Networks (EPN),Havering,E09000016,12.3,13.4,192.65,0.07,67.86,2037-11-26,182619,RM13 8RH,2,100%,COLD,EPN-S0000000H7131,MANOR WAY PRIMARY 33/11KV,Primary Substation,33,"51.5221979189558, 0.180992851124153",MANOR WAY,RAINHAM,183.1,200.4,158.1,212.4,RAINHAM,"30, 30","40, 40",juror.strict.feared
,,Direct,,,,,,,,,,,,No,0.0,0.0,0.24,0.0,0.0,,,14.4,,,,,,15.0,14.76,Warley,,,,5.57,6.62,,,0.24,0.0,0.24,,15.0,20.0,,,,,,,,,,,,,,,,2021-02-08,240.0,480.0,0.24Ω 0.00Deg,Essex,1956-04-01,553426,TQ5342690636,0.0,ELP05282003-R01,Eastern Power Networks (EPN),Havering,E09000016,9.2,13.1,192.65,0.08,67.86,2037-11-26,190636,RM3 8HQ,1,100%,COLD,EPN-S0000000H7134,STRAIGHT RD PRIMARY,Primary Substation,33,"51.5936839201994, 0.213552176370882",STRAIGHT ROAD,HAROLD HILL,183.1,200.4,158.1,212.4,ROMFORD,"15, 15","20, 20",oldest.slices.trace
,,South Benfleet Grid 33kV,,,,,,,,,,,,Yes,5.020352781546813,0.0,0.048,0.0,14.0,,,16.32,,,,,,3.5,-10.548,Tilbury,,,,8.16,10.37,,,0.048,14.0,14.048,,17.0,23.0,17.0,23.0,,,,,,,,,,,,,,2023-04-26,0.0,0.0,0.19Ω 0.00Deg,Essex,1966-04-01,577673,TQ7767389430,14.74,ELP09356014-R01,Eastern Power Networks (EPN),Castle Point,E07000069,8.5,12.2,0.0,0.03,0.0,2039-11-26,189430,SS7 4PA,2,3.5MVA,COLD,EPN-S0000000H7135,THUNDERSLEY PRIMARY 33/11KV,Primary Substation,33,"51.5757329037717, 0.56263505423494",\N,\N,71.0,48.3,40.1,53.9,THUNDERSLEY,"17, 17","23, 23",worry.assist.carry
,,Rye House Grid 33kV,,,,,,,,,,,,No,4.958677685950417,0.0,0.076128,0.0,2.3,,,7.68,,,,,,15.0,12.623872,Rye House,,,,-0.58,2.4,,,0.076128,2.3,2.376128,,15.0,18.0,8.0,15.0,,,,,,,,,,,,,,2014-01-24,240.0,480.0,0.15Ω 0.00Deg,Hertfordshire,1963-04-01,536130,TL3613014735,2.42,P-14-3362-01,Eastern Power Networks (EPN),East Hertfordshire,E07000242,8.6,12.5,274.6,\N,97.29,2040-11-22,214735,SG12 7NB,2,100%,COLD,EPN-S0000000H7137,WARE PRIMARY 33/11kV,Primary Substation,33,"51.8146748246106, -0.026573159431733",\N,\N,-60.5,274.6,215.4,274.0,WARE,"15, 8","18, 15",looked.club.broker
,,Harlow West Grid 33kV,,,,,,,,,,,,Yes,93.2196269534532,1.1520000000000001,0.43199999999999994,0.0,8.07,,,43.2,,,,,,9.0,-0.6539999999999999,Rye House,,,,26.78,33.79,,,1.584,8.07,9.654,,18.0,23.0,15.0,20.0,15.0,20.0,15.0,20.0,,,,,,,,,,2012-12-28,240.0,480.0,0.09Ω 14.00Deg,Essex,1956-04-01,542700,TL42700925,119.02000000000001,P-12-2056-01,Eastern Power Networks (EPN),Harlow,E07000073,17.1,24.8,274.6,\N,97.29,2040-11-30,209250,CM19 5AH,4,"<100%, 100%",COLD,EPN-S0000000H7148,HARLOW WEST GRID 33/11kV,Primary Substation,33,"51.7637540094441, 0.0664180955934256",\N,\N,-60.5,274.6,215.4,274.0,HARLOW,"18, 15, 15, 15","23, 20, 20, 20",income.casino.played
,,Tilbury Compact Grid 33kV,,The site is expected to be overloaded under an N-1 outage condition due to limited transformer capacity.,2026,Winter,Flexibility procurement,28175.0,Flexibility,We have partially fulfilled the system needs through our Autumn 2024 flexibility tender. We will continue procuring flexibility in the next events to fulfil the system needs.,Signposting,Flexibility,Flexibility,No,0.0,0.0,6.86208,0.0,0.0,,,16.32,\N,90%,<10%,\N,\N,8.5,1.6379200000000003,Tilbury 1&7,,,Single site,2.5,4.03,Bow,,6.86208,0.0,6.86208,"In order to increase capacity at the site the traditional solution is to,  • Install a third 132/11 kV transformer  •  Extend 132 kV switchboard at Bow GIS",17.0,23.0,17.0,23.0,,,,,,,,,,,,,Demand,2023-06-01,0.0,0.0,2.43Ω 0.00Deg,Essex,1960-04-01,569824,TQ6982482251,0.0,ELP09356023,Eastern Power Networks (EPN),Thurrock,E06000034,14.4,18.8,0.0,0.09,0.0,2039-11-26,182251,SS17 0AR,2,<100%,COLD,EPN-S0000000H7149,RAINBOW LN PRIMARY,Primary Substation,33,"51.5136599247456, 0.446016706109825",RAINBOW LANE,\N,0.0,0.0,0.0,0.0,STANFORD LE HOPE,"17, 17","23, 23",with.broad.remain
,,Crowlands Grid 33kV,,,,,,,,,,,,No,0.0,0.05664,0.62976,0.0,0.0,,,34.56,,,,,,9.0,8.3136,Barking 132,,,,13.15,21.7,,,0.6864,0.0,0.6864,,18.0,23.0,18.0,23.0,18.0,23.0,,,,,,,,,,,,2021-02-04,480.0,480.0,0.51Ω 0.00Deg,Essex,1963-04-01,551291,TQ5129188481,0.0,ELP05282001-R01,Eastern Power Networks (EPN),Havering,E09000016,22.3,23.4,128.13,0.06,37.9,2037-11-26,188481,RM1 1AU,3,"<100%, 100%",COLD,EPN-S0000000H7150,ROMFORD PRIMARY 33/11KV,Primary Substation,33,"51.5748985672836, 0.181826447810081",EXCHANGE STREET,\N,0.0,0.0,0.0,0.0,ROMFORD,"18, 18, 18","23, 23, 23",locals.super.ports
,,Barnet Grid 33kV,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,14.4,,,,,,15.0,15.0,Brimsdown (EPN),,,,8.54,5.95,,,0.0,0.0,0.0,,15.0,18.0,,,,,,,,,,,,,,,,2018-06-12,720.0,720.0,0.14Ω 0.00Deg,Hertfordshire,1958-04-01,526050,TL2605001500,0.0,ELP0061009-R01,Eastern Power Networks (EPN),Hertsmere,E07000098,6.1,11.8,204.9,0.06,71.22,2034-11-26,201500,EN6 5BE,1,100%,COLD,EPN-S0000000H8008,CENTRAL POTTERS BAR PRIMARY 33/11kV,Primary Substation,33,"51.6981004260867, -0.177514795334591",\N,\N,-69.8,190.5,147.1,206.6,POTTERS BAR,15,18,hogs.tent.prop
,,Stevenage Grid 33kV,,,,,,,,,,,,No,0.0,0.192,0.048,0.0,0.0,,,9.6,,,,,,5.0,4.76,Pelham and Wymondley,,,,2.69,2.69,,,0.24,0.0,0.24,,10.0,13.0,10.0,13.0,,,,,,,,,,,,,,2017-04-11,0.0,0.0,2.76Ω 0.00Deg,Hertfordshire,1960-04-01,525650,TL25652049,0.0,ESL1992031-R01,Eastern Power Networks (EPN),North Hertfordshire,E07000099,7.2,10.2,0.0,0.2,0.0,2026-11-26,220490,SG3 6AG,2,<100%,COLD,EPN-S0000000H8012,KNEBWORTH PRIMARY 33/11kV,Primary Substation,33,"51.8688434166541, -0.176430860353141",\N,\N,0.0,0.0,0.0,0.0,KNEBWORTH,"10, 10","13, 13",tulip.dozed.tell
,,Stanmore Grid 33kV,,,,,,,,,,,,No,0.0,0.45599999999999996,0.048,0.0,0.0,,,14.4,,,,,,15.0,14.496,Elstree 1&2 and 8&9 and Watford South 3A&3B,,,,6.72,9.89,,,0.504,0.0,0.504,,15.0,20.0,,,,,,,,,,,,,,,,2014-08-20,0.0,0.0,0.26Ω 0.00Deg,Middlesex,1963-04-01,518635,TQ1863592690,0.0,ESL0111-003,Eastern Power Networks (EPN),Barnet,E09000003,8,9.7,0.0,\N,0.0,2040-11-22,192690,HA8 8BE,1,100%,COLD,EPN-S0000000H8018,STONEGROVE PRIMARY 33/11kV,Primary Substation,33,"51.6205380002686, -0.287740039304792",\N,\N,0.0,0.0,0.0,0.0,EDGWARE NW9,15,20,impose.happy.rocket
,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,26.88,,,,,,9.0,9.0,,,,,17.18,20.06,,,0.0,0.0,0.0,,18.0,23.0,18.0,23.0,10.0,13.0,,,,,,,,,,,,2018-08-02,0.0,0.0,20.98Ω 0.00Deg,Hertfordshire,1962-04-01,524669,TQ2466996609,0.0,ELP0061008-R01,Eastern Power Networks (EPN),Barnet,E09000003,10.1,15.1,0.0,0.08,0.0,2034-11-26,196609,EN5 5TS,3,"<100%, 100%",COLD,EPN-S0000000H8020,TAPSTER ST PRIMARY 33/11kV,Primary Substation,33,"51.6544544127317, -0.199230880385685",\N,\N,0.0,0.0,0.0,0.0,BARNET EN5,"18, 18, 10","23, 23, 13",fact.twice.slowly
,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,30.72,,,,,,18.0,18.0,,,,,15.36,13.44,,,0.0,0.0,0.0,,18.0,24.0,17.0,20.0,15.0,18.0,,,,,,,,,,,,2019-06-22,0.0,0.0,NA,Middlesex,1956-04-01,513260,TQ13268808,0.0,ELP02011025-R01,Eastern Power Networks (EPN),Harrow,E09000015,16,24,0.0,0.07,0.0,2035-11-26,188080,HA2 7LL,3,100%,COLD,EPN-S0000000H8031,HARROW NORTH GRID 33/11kV,Primary Substation,33,"51.5802111294121, -0.366832983559517",FARM AVENUE,\N,0.0,0.0,0.0,0.0,HARROW HA2,"18, 17, 15","24, 20, 18",early.counts.state
,,Holywell Grid 33kV,,,,,,,,,,,,No,0.0,0.73056,0.432,0.0,0.0,,,14.4,,,,,,15.0,13.83744,Watford South 2 and 4,,,,5.38,3.26,,,1.16256,0.0,1.16256,,15.0,18.0,15.0,18.0,,,,,,,,,,,,,,2011-08-16,0.0,0.0,NA,Hertfordshire,1964-04-01,507250,TL07250270,0.0,P-11-1247,Eastern Power Networks (EPN),Dacorum,E07000096,9.4,14.6,0.0,0.05,0.0,2032-11-26,202700,WD4 8FG,2,100%,COLD,EPN-S0000000H8035,KINGS LANGLEY PRIMARY 33/11kV,Primary Substation,33,"51.7127893787513, -0.449056448411597",\N,\N,0.0,0.0,0.0,0.0,KINGS LANGLEY,"15, 15","18, 18",broker.clip.people
,,Brimsdown North Grid 33kV,,,,,,,,,,,,No,0.0,0.45311999999999997,0.0,0.0,0.0,,,14.4,,,,,,15.0,14.54688,Brimsdown (EPN),,,,4.99,6.91,,,0.45311999999999997,0.0,0.45311999999999997,,15.0,20.0,15.0,20.0,,,,,,,,,,,,,,2021-08-19,720.0,720.0,3.34Ω 0.00Deg,Middlesex,1964-04-01,533407,TQ3340796674,0.0,ELP05282037-R01,Eastern Power Networks (EPN),Enfield,E09000010,9.8,12.8,204.9,0.13,71.22,2037-11-26,196674,EN1 3AA,2,100%,COLD,EPN-S0000000H8036,LADYSMITH RD PRIMARY 33/11kV,Primary Substation,33,"51.6530347124221, -0.0729673832285645",\N,\N,-69.8,190.5,147.1,206.6,ENFIELD EN2,"15, 15","20, 20",riding.agrees.delay
,,Sundon 33kV,,,,,,,,,,,,Yes,5.011219147344814,0.0,0.3262464,9.2,3.5,,,55.68,,,,,,15.0,1.9737536000000002,Sundon,,,,34.27,40.8,,,0.3262464,12.7,13.0262464,,30.0,40.0,29.0,38.0,29.0,38.0,,,,,,,,,,,,2013-12-17,0.0,0.0,0.23Ω 0.00Deg,Bedfordshire,1964-04-01,492765,SP9276525077,13.370000000000001,P-13-3076-01,Eastern Power Networks (EPN),Central Bedfordshire,E06000056,22.3,33.5,26.72,0.06,0.0,2032-11-26,225077,LU7 3NU,3,"<100%, 100%",COLD,EPN-S0000000H8037,LEIGHTON BUZZARD PRIMARY 33/11kV,Primary Substation,33,"51.9165044922591, -0.652661449686785",\N,\N,0.0,0.0,0.0,0.0,LEIGHTON BUZZARD SOUTH,"30, 29, 29","40, 38, 38",nails.panic.skins
,,Houghton Regis Grid 33kV,,,,,,,,,,,,No,0.0,0.10752,0.0,0.0,0.0,,,17.28,,,,,,18.0,17.89248,Sundon,,,,13.63,19.39,,,0.10752,0.0,0.10752,,18.0,24.0,18.0,24.0,,,,,,,,,,,,,,2010-12-14,0.0,0.0,NA,Buckinghamshire,2002-04-01,493258,SP9325815496,0.0,P-10-696-163,Eastern Power Networks (EPN),Buckinghamshire,E06000060,3.8,3.8,26.72,0.11,0.0,2040-11-22,215496,LU7 9AP,2,100%,COLD,EPN-S0000000H8038,PITSTONE PRIMARY 33/11kV,Primary Substation,33,"51.8303045940099, -0.648080490927451",\N,\N,0.0,0.0,0.0,0.0,PITSTONE,"18, 18","24, 24",remover.faded.riverbed
,,Stevenage Grid 33kV,,,,,,,,,,,,No,0.0,0.0,24.80928,0.0,0.0,,,17.28,,,,,,18.0,-6.809280000000001,Pelham and Wymondley,,,,7.1,13.63,,,24.80928,0.0,24.80928,,18.0,24.0,18.0,24.0,,,,,,,,,,,,,,2014-04-17,0.0,0.0,NA,Hertfordshire,1960-04-01,523830,TL23832183,0.0,ESL0042-11456,Eastern Power Networks (EPN),Stevenage,E07000243,10.6,9.8,0.0,0.06,0.0,2026-11-26,221830,SG3 6NL,2,100%,COLD,EPN-S0000000H8044,WARREN SPRINGS PRIMARY 33/11kV,Primary Substation,33,"51.8812918386647, -0.202370700567427",\N,\N,0.0,0.0,0.0,0.0,STEVENAGE SOUTH,"18, 18","24, 24",bounty.void.frogs
,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,28.8,,,,,,30.0,30.0,,,,,23.23,33.31,,,0.0,0.0,0.0,,30.0,40.0,30.0,40.0,,,,,,,,,,,,,,2014-08-20,0.0,0.0,0.44Ω 0.00Deg,Middlesex,2005-04-01,519256,TQ1925685697,0.0,ESL0111-015,Eastern Power Networks (EPN),Brent,E09000005,5.8,5.3,0.0,\N,0.0,2032-11-26,185697,HA9 0WS,2,100%,COLD,EPN-S0000000H8045,WEMBLEY PARK PRIMARY 33/11kV,Primary Substation,33,"51.5575588983631, -0.28114784151361",SPANISH STEPS WEMBLEY PARK BOULEVARD,\N,0.0,0.0,0.0,0.0,WEMBLEY,"30, 30","40, 40",exile.bland.truth
,,Ilmer Grid 33kV,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,14.4,,,,,,7.5,7.5,Amersham,,,,7.68,7.49,,,0.0,0.0,0.0,,15.0,18.0,15.0,18.0,,,,,,,,,,,,,,2019-04-11,480.0,240.0,0.08Ω 0.00Deg,Buckinghamshire,1953-04-01,486812,SP8681207468,0.0,ELP02011005-R01,Eastern Power Networks (EPN),Buckinghamshire,E06000060,7,10.2,56.02,0.08,1.58,2035-11-26,207468,HP22 6EF,2,<100%,COLD,EPN-S0000000H8046,WENDOVER PRIMARY 33/11kV,Primary Substation,33,"51.7591797837155, -0.743603919196674",\N,\N,200.6,50.8,38.4,56.5,WENDOVER,"15, 15","18, 18",rivals.scam.cello
,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,14.4,,,,,,15.0,15.0,,,,,4.61,5.57,,,0.0,0.0,0.0,,15.0,20.0,15.0,20.0,,,,,,,,,,,,,,2019-07-29,0.0,0.0,14.95Ω 0.00Deg,Hertfordshire,1960-04-01,514838,TL1483807517,0.0,ELP02011018-R01,Eastern Power Networks (EPN),St Albans,E07000240,10.2,14.2,0.0,0.14,0.0,2035-11-26,207517,AL3 5BJ,2,100%,COLD,EPN-S0000000H8047,ADELAIDE ST PRIMARY 33/11kV,Primary Substation,33,"51.7545809083319, -0.33768772870901",\N,\N,0.0,0.0,0.0,0.0,ST ALBANS WEST,"15, 15","20, 20",appeal.buns.caller
,,Piccotts End Grid 33kV,,,,,,,,,,,,No,4.988123515439429,0.1056,0.144,0.0,8.0,,,16.32,,,,,,5.5,-2.749600000000001,Elstree,,,,6.43,10.66,,,0.2496,8.0,8.2496,,17.0,23.0,17.0,23.0,,,,,,,,,,,,,,2019-05-02,360.0,960.0,0.69Ω 0.00Deg,Hertfordshire,1971-04-01,507180,TL0718008989,8.42,ELP02011008-R01,Eastern Power Networks (EPN),Dacorum,E07000096,10.3,11.9,349.21,0.14,133.84,2035-11-26,208989,HP2 7AZ,2,5.5MVA,COLD,EPN-S0000000H8052,HEMEL NORTH PRIMARY 33/11kV,Primary Substation,33,"51.7693269922491, -0.448133912648973",\N,\N,-34.6,363.3,285.8,378.8,HEMEL HEMPSTEAD NORTH,"17, 17","23, 23",occurs.older.state
,,Letchworth Grid 33kV,,,,,,,,,,,,Yes,5.1094890510948945,0.1056,0.346656,0.0,2.6,,,24.96,,,,,,26.0,22.947744,Wymondley,,,,11.71,24.29,,,0.452256,2.6,3.052256,,26.0,40.0,26.0,40.0,,,,,,,,,,,,,,2006-11-27,480.0,240.0,0.25Ω 0.00Deg,Hertfordshire,2006-04-01,523269,TL2326933227,2.74,P-06-056,Eastern Power Networks (EPN),North Hertfordshire,E07000099,13.8,14.7,193.0,\N,-28.35,2026-11-26,233227,SG6 1LP,2,100%,COLD,EPN-S0000000H8054,LETCHWORTH FACTORY 33/11kV,Primary Substation,33,"51.9838340104584, -0.206437534687122",\N,\N,191.0,225.2,180.0,239.5,LETCHWORTH NORTH,"26, 26","40, 40",sketch.robe.pays
